ID,Tweet,Sentiment
152,@CanalCapital @ClaudiaLopez La bici que mas dura en su etapa de produccion que en las manos de un ciudadano de bien porque se la roban en cualquier parte de la ciudad llena de vandalos que no le importa quitar una vida por robar esa bicicleta que manifiesta,3
153,@Bogota @ClaudiaLopez Y lo del ESMAD en las marchas feministas cuenta como violencia contra mujeres?,3
154,"Este video me da mucha ansiedad. Transmilenio es lo peor, sobretodo para las personas que sufrimos de claustrofobia, varias veces me ha tocado bajarme de transmilenios que estan inhumanamente llenos, por temor a no poder respirar. No se como hacen para aguantar eso. https://t.co/on7jFAV7hn",2
155,"Indignante! Robaron un jardin infantil. Se llevaron el dinero de las matriculas de los niños, televisores y computadores #ArribaBogota #CityNoticias https://t.co/7Rl473vaiK",2
156,@PoliciaBogota @TransMilenio Porque no dan la nacionalidad de los ladrones?,3
157,"Para la alcaldesa @ClaudiaLopez, la pandemia de Bogota es la violencia contra mujeres y niñas. Casi la mitad de ellas son golpeadas en la casa y atracadas en la calle",2
158,#NoEsHoraDeCallar | Estudiantes del colegio La Normal Superior de Bucaramanga han denunciado ante la Fiscalia por lo menos a 10 docentes de esta institucion por presuntos casos de acoso sexual a estudiantes. Esto es lo que se conoce de la situacion.  https://t.co/9n8b2zipGQ https://t.co/azLAO8aQy4,2
159,"Baja el hurto, pero suben los homicidios en Bogota https://t.co/2lnNLpfSCS https://t.co/UgzildUTbl",3
160,#ActualidadBogota| Entregan el parte medico de niños lesionados en accidente de bus escolar en Bogota [VIDEO] https://t.co/WRfOZDQZiN,3
161,"Que gobierno, que Ministra, cinicos, hoy asesinado escolta de lider Leider Palacios, ayer atentado con un sicario menor de edad a Profesora lider de la Universidad de Antioquia, y la Ministra incitando a mas asesinatos de defensores de Derechos Humanos.",2
162,"""A Arley no le quitaron un celular, lo mataron por acompañar un defensor de derechos humanos"": Leyner Palacios sobre el asesinato de su escolta. Ya lo oye, señora ministra Arango?",2
163,El Tiempo en Vivo: Robaron a 15 pasajeros de un Sitp #LiveET,2
164,"Buenos dis, homicidio el delito que mas crecio en Bogota, la @SeguridadBOG anuncia nuevas estrategias que ya estan dando resultados https://t.co/JBqF0cPKvu",3
165,Habitante de calle habria apuñalado a profesora de Medellin porque se nego a tener relaciones sexuales https://t.co/QoCGca0sqV https://t.co/JxnDhMocM2,2
166,"#GeneroYPazEnLaCIDH Y para hablar sobre la importancia de la apertura de un caso nacional en la  Jurisdiccion Especial para La Paz -@JEP_Colombia - sobre violencia sexual, violencia reproductiva y otros tipos de violencias basadas en la sexualidad de las victimas. (2/2)",3
167,@PoliciaBogota @TransMilenio Ya deben estar en libertad nuevamente para delinquir,2
168,"Bogota Noctumbula en @ArribaBogota 
*Millonario robo en atraco a jardin infantil de Bosa. Se llevaron el dinero de la pension, televisores y computadores 
*Asaltaron a pasajeros de un Sitp en la Autopista Sur 
*Vuele a arder la montaña en Quetame por voraz incendio @Citytv https://t.co/YdP8ODrLg8",2
169,"#ElNoctambulo Insolito! Delincuentes asaltaron el jardin Gaston Bachelard, se robaron el dinero de las matriculas, televisores y computadores. La comunidad con un planton rechaza estos lamentables hechos y exigen justicia.@BallesterosLeo #ArribaBogota @Citytv https://t.co/CBfXxscY99",2
170,"@onlydirectionxr 23. A los 13 me vulneraron por primera vez, a los 15 lo denuncie y no paso nada, a los 16 varios chicos se les hacia divertido llamarme zorra fruto de su machismo, a los 17 un tipo se paraba frente a mi colegio a masturbarse +",1
171,"""Bogota tiene que atender 2 pandemias que padece en este momento, la primera es la violencia contra mujeres y niños que esta desbordada, y la segunda, es la mala calidad en el aire que afecta la salud de todos los ciudadanos"", alcaldesa @ClaudiaLopez #ElPlanDeBogot√a https://t.co/au7w2uRwvW",2
172,No hay coronavirus en Bogota. La verdadera pandemia de Bogotaes la violencia contra las mujeres y las niñas y el aire contaminado:  @ClaudiaLopez #ElPlanDeBogota  https://t.co/W8DB29ENTM,3
173,"@Bogota @ClaudiaLopez Cuales son sus cifras para decir que la violencia contra las mujeres esta desbordada? Los hombres representan el 91% de las victimas de homicidio en Bogota y las mujeres el 9%, que es similar a las cifras nacionales, segun Forensis, el Informe del Instituto de Medicina Legal",2
174,#AnalisisPares l Aumento en el numero de homicidios y disminucion en el de hurtos. Un analisis de @IsaacMoPe sobre la situacion de seguridad hoy en Bogota. @SeguridadBOG @Bogota https://t.co/JcK8W9Q15P,3
175,Los estan matando... Y no es por robarles el celular.,2
176,Nuevo intento de secuestro de un menor se registro en Bogota https://t.co/8vV54Asrb3,2
177,"#FrancamenteONU  Osea que a una persona que la matan por robarle el celular le llegan cartas asesinas de la ortografia de las AG, sufragios, llamadas agresivas y aterrorizantes? Creo que no, y si, un lider asesinado son 100 ciudadanos perdidos.",2
178,Leyner Palacios lider social de Bojaya habia denunciado la crisis de seguridad en Choco debido al accionar de las Autodefensas Gaitanistas y las amenazas de muerte en contra de los defensores y organizaciones sociales. Lo quieren matar y no precisamente por robarle el celular.,2
179,"""En febrero registramos la cifra mas baja de hurtos en 2 años. Ya capturamos seis bandas dedicadas al homicidio y microtrafico. El proximo año entran 1.000 policias nuevos a Bogota, y el siguiente otros mil. Pero la mejor inversion en seguridad es darles oportunidades a jovenes"". https://t.co/BaaMH2Ihik",4
180,"@d_ibarra Bajarse del taxi de inmediato,  pero antes tomar fotos y denunciar con placa y nombre!",3
181,"#Bogota l De acuerdo con la mandataria, se necesita una mayor inversion para garantizar la seguridad en puntos criticos como el transporte publico.",4
182,Cayo tenebrosa banda de venezolanas que robaban y extorsionaban en Bogota y Villavicencio https://t.co/uFfXSgmCGq,4
183,#ActualidadBogota | Entregan el parte medico de niños lesionados en accidente de bus escolar en Bogota [VIDEO] https://t.co/tdJ9F32YUL,3
184,"Segun sondeo realizado por @secredistmujer sobre acoso sexual en el transporte publico en 2017, mas del 80% de mujeres usuarias del transporte lo perciben como inseguro o muy inseguro y mas del 70% ha sido victima o ha presenciado acoso sexual en los alrededores de @TransMilenio",2
185,"Cae banda que robaba celulares en @TransMilenio, operaba con ayuda de auxiliar de Policia https://t.co/m8rWLINOB2",3
186,Caos en Transmilenio por muerte de una persona en la troncal de la Avenida Suba https://t.co/eBhxgVlzxl,2
187,#ElNoctambulo Delincuentes camuflados en paradero de Sitp En el bus que cubria la ruta 579  se subieron 3 pasajeros que posteriormente con armas blancas atracaron el vehiculo. Los usuarios no creen que con las denuncias se eviten los hechos delictivos.,2
188,@carolinaguerram No fue por robarle el celular?,3
189,"@jairopulgarin @biolucho2005 Desde los Gob d Garzon, estos le entregaron las calles, seguridad, desorden, desaseo a los vendedores ambulantes y expendedores d drogas, un asco de ciudad, por desgracia",2
190,"""Hay que bajar el hurto, el atraco, el abuso a mujeres, sobre todo en el transporte publico. A las mujeres, en la casa les pegan y en la calle las atracan. El contrato social que proponemos es para eliminar eso tambien"": @ClaudiaLopez en @ColmundoRadio https://t.co/Y63qKjEael",3
191,"@hugoospina55 @CNNEE Haber , otra falta de memoria .. La alcaldia solicitaba que compartieramos el vehiculo , ahora se esta haciendo y los taxistas bravos . Sea claro , admita que se le esta acabando el monopolio y eso lo preocupa x q ya no puede robar impunemente",2
192,#BOGOTÅ A la carcel ocho personas señaladas de robar celulares y objetos de valor en Transmilenio.,4
193,#Judicial | Cae banda conformada por 11 mujeres dedicada a vender droga en colegios de Popayan [VIDEO] https://t.co/ROrFiDHfyR,4
194,Alguien a pensados en los lideres asesinados y las autoridades dicen que fue por robarle el celular?,2
195,@ranoguera Es mas grave para ustedes una muerte de un lider social que la de un muerto por un asalto callejero? La justicia debe darle prevalencia a alguno de los casos?,3
196,Denuncian ataque con arma blanca a profesora de Universidad de Antioquia https://t.co/vZVPEsNIg2,3
197,Tres prioridades de la alcaldesa @ClaudiaLopez en materia de seguridad: Reducir el hurto y el atraco. Acabar con la violencia a mujeres. Ponerle fin al microtrafico en todas las localidades de Bogota,4
198,"Lo engañaron por mal hombre, porque una no busca en la calle, lo que le dan en la casa. #ComoHombres",2
199,"@NoticiasCaracol los culpables y complices de esta problematica son los mismos conductores, operadores de consorcio etib, algunos concejales y exconcejales de bogota. en su momento se hicieron las denuncias y ellos no actuan o hacen caso omiso. #sercorruptosipaga  @manolitosalazar @ClaudiaLopez",2
200,"No puedo ir de mi casa a la u y viceversa sin estar todo el camino intranquila pensando que me van a morbosear/manosear,etc. Hoy un tipo paso en su bici y se toco su miembro mientras me gritaba cosas obscenas, adivinen quien lo putio y se le fue encima a bajarlo de la bici?",2
201,Extorsionaron a Mateo Carvajal tras robo de su celular https://t.co/2XiiUqBOVO,2
202,"Nada nuevo. Eso se sabe desde hace mucho tiempo.
@EnriquePenalosa  engaño y se robo Bogota. https://t.co/9mWhr8LYaS",2
203,Recolectores de basura agredieron a habitantes de calle en Bucaramanga https://t.co/qOd1PNtJiB,2
204,"Ojo motociclistas! Una conduccion responsable es fundamental para prevenir un siniestro vial. Si llevas un acompañante en tu moto conduce a baja velocidad, y de esta manera evitas que el vehiculo pierda estabilidad.",3
205,Policia evito una riña de usuarios en el Metro de Medellin https://t.co/k9zurlNDQm https://t.co/8cr9lEiIFX,4
206,"@crojas1506 Habria que ver los antecedentes de abusos de estos policias , para que reaccionen asi, se nota que han perdido toda su autoridad moral y oficial.",3
207,"El centro comercial El Eden, inaugurado a principios de octubre en la Boyaca con calle 12, se enfrenta al descontento de ocho comerciantes que denunciaron haber sido victimas de estafa por publicidad engañosa  https://t.co/3l7xONkyeh",3
208,@ELTIEMPO Denuncia? Irresponsable dejar el carro en la calle por no pagar un parqueadero.,3
209,8 hombres armados atracan a clientes y a cajas @TiendasD1 calle 142 con autopista. Y la @PoliciaBogota bien gracias! @ClaudiaLopez haga añgo para acabar con esta inseguridad! Para eso pagamos impuestos!!,1
210,"En los consejos de seguridad de este año en Bosa,Cuidad Bolivar y Rafael Uribe Uribe,determinamos que las medidas de seguridad debian fortalecerse. Pues hoy podemos contarles que en febrero registramos la cifra mas baja de hurtos en Bogota en los ultimos dos años. #BogotaSinMiedo https://t.co/bnOxnY85mQ",4
211,Excelente iniciativa...Mas seguridad para la ciudadania @Bogota https://t.co/X24IUuZEYw,4
212,"@VickyDavilaH El robo de un celular se puede autoprevenir comprando uno de baja gama.  La angustia, y temor sufrida ante la amenaza de muerte por la participacion en la comunidad, la accion social u la expresion de las libertad, no!. Autocensurar se es degradar la dignidad, y la salud mental.",3
213,"Que los daños ocasionados a los bienes y pera civiles no son excesivos frente a la ventana militar que se pretendia lograr con el ataque. Asi que, en principio este caso supero todos los analisis que pretendian determinar si habia sido un crimen de guerra o no. https://t.co/2ZXZxXi0O9",2
214,"#Atencion #ULTIMAHORA || Le acaban de hacer un atentado a Leyner Palacios en Cali donde estaba, asesinaron a su escolta entrando a su casa.",2
215,La abuela del menor que fue victima de un intento de secuestro asegura que un hombre intento quitarselo cuando iba para una tienda del barrio. Esto es lo que se sabe del caso. ‚https://t.co/kKO5XmaYVf https://t.co/zjfOpAwmvL,2
216,"#ATENCION al parecer acaban de hacer un atentado a Leyner Palacios en Cali, asesinaron a su escolta entrando a su casa. @WRadioColombia",2
217,"Menos mal no por que habria mas violencia y muertos en la calles, menos mal que No!!! https://t.co/wEteEhzZve",3
218,Investigan diez denuncias de acoso sexual a estudiantes por docentes de colegio en #Bucaramanga https://t.co/RuAk69Lcol,3
219,"#NiUnaMenos #LaCasaSugiere La niña que pensaba que su nombre era ""Idiota"" y otros casos de abuso infantil en EE.UU. https://t.co/1B1jhTeSLW",2
220,Ojo! @ClaudiaLopez. La disminucion de los homicidios en Bogota ha sido el unico exito en seguridad de todos los gobiernos capitalinos. El aumento  exponencial de estos 2 meses es mas que preocupante. La proteccion de la vida es el primer mandato como autoridad maxima de Policia. https://t.co/M5HvBgFRpz,3
221,"#Atentos a estos desvios sugeridos, para evitar congestiones por incidente vial entre tres automoviles  y motocicleta en la Av. Boyaca con Calle 125, sentido Sur - Norte. https://t.co/vPOuRFoojp",3
222,En el mismo sitio donde estallo el carro bomba contra la Escuela Superior de Guerra esta la Universidad Militar. No es un batallon. Es un campus universitario. Los civiles y militares que laboran o estudian alli estan desarmadas e inermes ante un ataque terrorista tal como lo fue,2
223,"Senador cristiano promueve ley para ""desestimular"" abortos en casos de abuso sexual https://t.co/DUFmPgeVIi",3
224,"Malparidos camioneros y su puta protesta por la restriccion de movilidad por Bogota, por la culpa de esa gente es que se arman los hptas trancones.",2
225,"Sara Fernandez, integrante de la Asociacion de Profesores de la Universidad de Antioquia, fue atacada en su residencia con arma blanca. La Policia de Medellin capturo a una persona que podria estar implicada en los hechos. https://t.co/jI9l55RdbN",1
